,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,scopus
2111,Global Change Biology,"Projected climate and land use change alter western blacklegged tick phenology, seasonal host-seeking suitability and human encounter risk in California","[{'name': 'A.J. MacDonald', 'affiliation': 'University of California, Santa Barbara, Santa Barbara, United States'}]",10.1111/gcb.15269,2020,4,Article,,,,,1
2112,Environmental Microbiology,"Longitudinal study of prevalence and spatio-temporal distribution of Borrelia burgdorferi sensu lato in ticks from three defined habitats in Latvia, 1999–2010","[{'name': 'M. Okeyo', 'affiliation': 'Bavarian Health and Food Safety Authority, Oberschleissheim, Germany'}]",10.1111/1462-2920.15100,2020,4,Article,,,,,1
2113,Scientific Reports,Northern and southern blacklegged (deer) ticks are genetically distinct with different histories and Lyme spirochete infection rates,"[{'name': 'G. Xu', 'affiliation': 'University of Massachusetts Amherst, Amherst MA, United States'}]",10.1038/s41598-020-67259-0,2020,4,Article,,,,,1
2114,PLoS Pathogens,The intergenic small non-coding RNA ittA is required for optimal infectivity and tissue tropism in Borrelia burgdorferi,"[{'name': 'D.N. Medina-Pérez', 'affiliation': 'Texas A and M Health Science Center, College Station, United States'}]",10.1371/journal.ppat.1008423,2020,4,Article,,,,,1
2115,Emerging Microbes and Infections,Jamestown Canyon virus in Massachusetts: clinical case series and vector screening,"[{'name': 'C.M. Kinsella', 'affiliation': 'Harvard University, Cambridge, United States'}]",10.1080/22221751.2020.1756697,2020,4,Article,,,,,1
2116,Scientific Reports,"Spatial and temporal patterns of Lyme Neuroborreliosis on Funen, Denmark from 1995–2014","[{'name': 'A.M. Andreasen', 'affiliation': 'Syddansk Universitet, Odense, Denmark'}]",10.1038/s41598-020-64638-5,2020,4,Article,,,,,1
2118,Journal of Medical Entomology,"Rickettsia spp. Infecting Lone Star Ticks (Amblyomma americanum) (Acari: Ixodidae) in Monmouth County, New Jersey","[{'name': 'A. Egizi', 'affiliation': 'Rutgers University–New Brunswick, New Brunswick, United States'}]",10.1093/jme/tjz251,2020,4,Article,,,,,1
2119,Pathogens,"Tripartite interactions among Ixodiphagus hookeri, ixodes ricinus and deer: Differential interference with transmission cycles of tick-borne pathogens","[{'name': 'A.I. Krawczyk', 'affiliation': 'National Institute for Public Health and the Environment, Bilthoven, Netherlands'}]",10.3390/pathogens9050339,2020,4,Article,,,,,1
2120,Infection and Immunity,"The factor H-binding site of cspz as a protective target against multistrain, tick-transmitted lyme disease","[{'name': 'A.L. Marcinkiewicz', 'affiliation': 'Latvian Biomedical Research and Study Centre, Riga, Latvia'}]",10.1128/IAI.00956-19,2020,4,Article,,,,,1
2121,Parasites and Vectors,"Assessment of Borrelia miyamotoi in febrile patients and ticks in Alsace, an endemic area for Lyme borreliosis in France","[{'name': 'P.H. Boyer', 'affiliation': 'Université de Strasbourg, Strasbourg, France'}]",10.1186/s13071-020-04071-9,2020,4,Article,,,,,1
2122,Molecular Microbiology,FlhF regulates the number and configuration of periplasmic flagella in Borrelia burgdorferi,"[{'name': 'K. Zhang', 'affiliation': 'Virginia Commonwealth University, Richmond, United States'}]",10.1111/mmi.14482,2020,4,Article,,,,,1
2123,Molecular Ecology,Combining genome-wide association study and F<inf>ST</inf>-based approaches to identify targets of Borrelia-mediated selection in natural rodent hosts,"[{'name': 'L. Cornetti', 'affiliation': 'Universität Basel, Zoologisches Institut, Basel, Switzerland'}]",10.1111/mec.15410,2020,4,Article,,,,,1
2124,Insects,"Blood digestion by trypsin-like serine proteases in the replete lyme disease vector tick, ixodes scapularis","[{'name': 'J. Reyes', 'affiliation': 'University of Nevada, Reno, Reno, United States'}]",10.3390/insects11030201,2020,4,Article,,,,,1
2125,mBio,Global transcriptome analysis identifies a diagnostic signature for early disseminated lyme disease and its resolution,"[{'name': 'M.M. Petzke', 'affiliation': 'New York Medical College, Valhalla, United States'}]",10.1128/mBio.00047-20,2020,4,Article,,,,,1
2126,Ticks and Tick-borne Diseases,Lyme neuroborreliosis in adults: A nationwide prospective cohort study,"[{'name': 'C.L. Nordberg', 'affiliation': 'Rigshospitalet, Copenhagen, Denmark'}]",10.1016/j.ttbdis.2020.101411,2020,4,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X19304078,,,1
2127,Parasites and Vectors,"Evaluation of the speed of kill of a novel orally administered combination product containing sarolaner, moxidectin and pyrantel (Simparica Trio™) against induced infestations of Ixodes scapularis on dogs","[{'name': 'S. Holzmer', 'affiliation': 'Zoetis Inc., USA, Parsippany, United States'}]",10.1186/s13071-020-3953-2,2020,4,Article,,,,,1
2128,Molecular Microbiology,The Lon-2 protease of Borrelia burgdorferi is critical for infection in the mammalian host,"[{'name': 'C. Mason', 'affiliation': 'University of South Florida, Tampa, Tampa, United States'}]",10.1111/mmi.14460,2020,4,Article,,,,,1
2129,Journal of Electrocardiology,Lyme carditis presenting as sick sinus syndrome,"[{'name': 'N. Gazendam', 'affiliation': 'Queen’s University, Kingston, Canada'}]",10.1016/j.jelectrocard.2020.01.007,2020,4,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S0022073620300145,,,1
2130,Microbial Ecology,Getting under the birds’ skin: tissue tropism of Borrelia burgdorferi s.l. in naturally and experimentally infected avian hosts,"[{'name': 'A.C. Norte', 'affiliation': 'University of Coimbra, Marine and Environmental Sciences Center, Coimbra, Portugal'}]",10.1007/s00248-019-01442-3,2020,4,Article,,,,,1
2131,Molecular Microbiology,Characterization of 6S RNA in the Lyme disease spirochete,"[{'name': 'D. Drecktrah', 'affiliation': 'University of Montana, Missoula, United States'}]",10.1111/mmi.14427,2020,4,Article,,,,,1
2132,Oecologia,Dynamic rodent behavioral response to predation risk: implications for disease ecology,"[{'name': 'R.J. Moll', 'affiliation': 'Michigan State University, East Lansing, United States'}]",10.1007/s00442-019-04565-z,2020,4,Article,,,,,1
2134,Parasitology Research,Prevention of transmission of Borrelia burgdorferi sensu lato and Anaplasma phagocytophilum by Ixodes spp. ticks to dogs treated with the Seresto® collar (imidacloprid 10% + flumethrin 4.5%),"[{'name': 'F. Krämer', 'affiliation': 'Universität Leipzig, Leipzig, Germany'}]",10.1007/s00436-019-06394-8,2020,4,Article,,,,,1
2135,Pediatric Cardiology,Increasing Burden of Lyme Carditis in United States Children’s Hospitals,"[{'name': 'C.M. Beach', 'affiliation': 'Yale School of Medicine, New Haven, United States'}]",10.1007/s00246-019-02250-9,2020,4,Article,,,,,1
2136,Rheumatology International,Profile of new referrals to a single pediatric rheumatology center in Turkey,"[{'name': 'Ş.G. Karadağ', 'affiliation': 'University of Health Sciences, Istanbul, Turkey'}]",10.1007/s00296-019-04421-6,2020,4,Article,,,,,1
2137,Klinik Psikiyatri Dergisi,Psychiatric aspect of infectious diseases and pandemic: A review,"[{'name': 'A. Erdoğan', 'affiliation': 'Akdeniz Üniversitesi, Antalya, Turkey'}]",10.5505/kpd.2020.90277,2020,3,Article,,,,,1
2139,PLoS ONE,Development of a sensitive molecular diagnostic assay for detecting Borrelia burgdorferi DNA from the blood of Lyme disease patients by digital PCR,"[{'name': 'S. Das', 'affiliation': 'Rudy L. Ruggles Biomedical Research Institute, Danbury, United States'}]",10.1371/journal.pone.0235372,2020,3,Article,,,,,1
2140,Vaccine: X,Field safety study of VANGUARD®crLyme: A vaccine for the prevention of Lyme disease in dogs,"[{'name': 'R.T. Marconi', 'affiliation': 'Virginia Commonwealth University Medical Center, Richmond, United States'}]",10.1016/j.jvacx.2020.100080,2020,3,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S2590136220300279,,,1
2141,Vaccine: X,VANGUARD®crLyme: A next generation Lyme disease vaccine that prevents B. burgdorferi infection in dogs,"[{'name': 'R.T. Marconi', 'affiliation': 'Virginia Commonwealth University Medical Center, Richmond, United States'}]",10.1016/j.jvacx.2020.100079,2020,3,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S2590136220300267,,,1
2142,Journal of Insect Science,Practical guide to trapping Peromyscus leucopus (Rodentia: Cricetidae) and Peromyscus maniculatus for vector and vector-borne pathogen surveillance and ecology,"[{'name': 'E.T. Machtinger', 'affiliation': 'Pennsylvania State University, University Park, United States'}]",10.1093/jisesa/ieaa028,2020,3,Article,,,,,1
2143,Journal of Medical Internet Research,Googling for Ticks and Borreliosis in Germany: Nationwide Google Search Analysis from 2015 to 2018,"[{'name': 'C. Scheerer', 'affiliation': 'Technical University of Munich, Munich, Germany'}]",10.2196/18581,2020,3,Article,,,,,1
2144,Healthcare (Switzerland),Lyme disease: Diversity of Borrelia species in California and Mexico detected using a novel immunoblot assay,"[{'name': 'M.C. Fesler', 'affiliation': 'Union Square Medical Associates, San Francisco, United States'}]",10.3390/healthcare8020097,2020,3,Article,,,,,1
2146,Journal of Neurology,Bilateral vestibulopathy: beyond imbalance and oscillopsia,"[{'name': 'F.M.P. Lucieer', 'affiliation': 'Maastricht Universitair Medisch Centrum+, Maastricht, Netherlands'}]",10.1007/s00415-020-10243-5,2020,3,Article,,,,,1
2149,Annals of Agricultural and Environmental Medicine,"Seroprevalence of antibodies against borrelia burgdorferi S. L.and leptospira interrogans S. L. in cats in district of brno and its environs, the Czech Republic","[{'name': 'A. Žákovská', 'affiliation': 'Masarykova Univerzita, Brno, Czech Republic'}]",10.26444/aaem/122804,2020,3,Article,,,,,1
2150,Journal of Medical Entomology,Protective effectiveness of long-lasting permethrin impregnated clothing against tick bites in an endemic lyme disease setting: A randomized control trial among outdoor workers,"[{'name': 'C. Mitchell', 'affiliation': 'The University of North Carolina at Chapel Hill, Chapel Hill, United States'}]",10.1093/jme/tjaa061,2020,3,Article,,,,,1
2151,Journal of the Endocrine Society,Presenting features in 269 patients with clinically nonfunctioning pituitary adenomas enrolled in a prospective study,"[{'name': 'P.U. Freda', 'affiliation': 'Vagelos College of Physicians and Surgeons, New York, United States'}]",10.1210/JENDSO/BVAA021,2020,3,Article,,,,,1
2153,Scientific Reports,Borrelia burgdorferi spatiotemporal regulation of transcriptional regulator bosR and decorin binding protein during murine infection,"[{'name': 'E.P. Saputra', 'affiliation': 'Texas A and M Health Science Center, College Station, United States'}]",10.1038/s41598-020-69212-7,2020,3,Article,,,,,1
2155,Parasites and Vectors,Large-scale countrywide screening for tick-borne pathogens in field-collected ticks in Latvia during 2017-2019,"[{'name': 'V. Capligina', 'affiliation': 'Latvian Biomedical Research and Study Centre, Riga, Latvia'}]",10.1186/s13071-020-04219-7,2020,3,Article,,,,,1
2156,Journal of Medical Entomology,"Circulation of tick-borne spirochetes in tick and small mammal communities in Santa Barbara County, California, USA","[{'name': 'A.J. MacDonald', 'affiliation': 'University of California, Santa Barbara, Santa Barbara, United States'}]",10.1093/jme/tjz253,2020,3,Article,,,,,1
2157,International Journal of Systematic and Evolutionary Microbiology,Rejection of the name Borreliella and all proposed species comb. nov. placed therein,"[{'name': 'G. Margos', 'affiliation': 'ESCMID Study Group for Lyme Borreliosis (ESGBOR'}]",10.1099/ijsem.0.004149,2020,3,Article,,,,,1
2158,International Journal of Environmental Research and Public Health,"Local population structure and seasonal variability of borrelia garinii genotypes in ixodes ricinus ticks, Slovakia","[{'name': 'Z. Mtierová', 'affiliation': 'Slovak Academy of Sciences, Bratislava, Slovakia'}]",10.3390/ijerph17103607,2020,3,Article,,,,,1
2159,Journal of Neuropathology and Experimental Neurology,Integrative transcriptome and proteome analyses provide new insights into the interaction between live borrelia burgdorferi and frontal cortex explants of the rhesus brain,"[{'name': 'Z. Ding', 'affiliation': 'Kunming Medical University, Kunming, China'}]",10.1093/jnen/nlaa015,2020,3,Article,,,,,1
2160,Ticks and Tick-borne Diseases,"Molecular characterization of tick-borne bacteria and protozoans in yaks (Bos grunniens), Tibetan sheep (Ovis aries) and Bactrian camels (Camelus bactrianus) in the Qinghai-Tibetan Plateau Area, China","[{'name': 'J. Li', 'affiliation': 'Obihiro University of Agriculture and Veterinary Medicine, Obihiro, Japan'}]",10.1016/j.ttbdis.2020.101466,2020,3,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X1930456X,,,1
2161,Microbial Ecology,"“Candidatus Borrelia ibitipoquensis,” a Borrelia valaisiana–Related Genospecies Characterized from Ixodes paranaensis in Brazil","[{'name': 'S. Muñoz-Leal', 'affiliation': 'Universidade de São Paulo, Sao Paulo, Brazil'}]",10.1007/s00248-020-01512-x,2020,3,Article,,,,,1
2162,Journal of Medical Entomology,"Decoupling of Blacklegged Tick Abundance and Lyme Disease Incidence in Southern Maine, USA","[{'name': 'S.P. Elias', 'affiliation': 'Maine Medical Center Research Institute, Scarborough, United States'}]",10.1093/jme/tjz218,2020,3,Article,,,,,1
2163,Parasites and Vectors,Predominant risk factors for tick-borne co-infections in hunting dogs from the USA,"[{'name': 'K. Mahachi', 'affiliation': 'University of Iowa, Iowa City, United States'}]",10.1186/s13071-020-04118-x,2020,3,Article,,,,,1
2165,Journal of Medical Entomology,LYMESIM 2.0: An Updated Simulation of Blacklegged Tick (Acari: Ixodidae) Population Dynamics and Enzootic Transmission of Borrelia burgdorferi (Spirochaetales: Spirochaetaceae),"[{'name': 'H. Gaff', 'affiliation': 'University of KwaZulu-Natal, Durban, South Africa'}]",10.1093/jme/tjz252,2020,3,Article,,,,,1
2166,Frontiers in Microbiology,A Novel Rapid Sample Preparation Method for MALDI-TOF MS Permits Borrelia burgdorferi Sensu Lato Species and Isolate Differentiation,"[{'name': 'A.C. Neumann-Cip', 'affiliation': 'Klinikum der Universität München, Munich, Germany'}]",10.3389/fmicb.2020.00690,2020,3,Article,,,,,1
2167,Frontiers in Medicine,Potential Patient-Reported Toxicities With Disulfiram Treatment in Late Disseminated Lyme Disease,"[{'name': 'A. Trautmann', 'affiliation': 'Université de Paris, Paris, France'}]",10.3389/fmed.2020.00133,2020,3,Article,,,,,1
2168,Ticks and Tick-borne Diseases,Identification of the proteins of Borrelia garinii interacting with human brain microvascular endothelial cells,"[{'name': 'Z. Tkáčová', 'affiliation': 'Veterinary University Medicine in Kosice, Kosice, Slovakia'}]",10.1016/j.ttbdis.2020.101451,2020,3,Article,,https://api.elsevier.com/content/article/eid/1-s2.0-S1877959X19304649,,,1
2169,Parasites and Vectors,Rapid clearance of Borrelia burgdorferi from the blood circulation,"[{'name': 'L. Liang', 'affiliation': 'Ludwig-Maximilians-Universität München, Munich, Germany'}]",10.1186/s13071-020-04060-y,2020,3,Article,,,,,1
2170,BMC Infectious Diseases,"A descriptive epidemiological study of the incidence of newly diagnosed Lyme disease cases in a UK primary care cohort, 1998-2016","[{'name': 'J.S.P. Tulloch', 'affiliation': 'Public Health England, London, United Kingdom'}]",10.1186/s12879-020-05018-2,2020,3,Article,,,,,1
2171,PLoS ONE,Tick-borne pathogens in Ixodes ricinus ticks collected from migratory birds in southern Norway,"[{'name': 'B.N. Pedersen', 'affiliation': 'University of South-Eastern Norway, Kongsberg, Norway'}]",10.1371/journal.pone.0230579,2020,3,Article,,,,,1
2172,Journal of Rheumatology,"Rituximab Therapy for Systemic Rheumatoid Vasculitis: Indications, Outcomes, and Adverse Events","[{'name': 'C.M. Coffey', 'affiliation': 'Mayo Clinic, Rochester, United States'}]",10.3899/jrheum.181397,2020,3,Article,,,,,1
